2026-06-12 18:15:20.146 | ERROR    | services.places_service:get_external_api_data:72 - API Error for PE: 0
2026-06-12 18:15:32.135 | ERROR    | services.places_service:get_external_api_data:72 - API Error for SI: 0
2026-06-12 18:17:31.471 | ERROR    | services.places_service:get_external_api_data:72 - API Error for SI: 0
2026-06-12 18:17:35.711 | ERROR    | services.places_service:get_external_api_data:72 - API Error for PW: 0
2026-06-12 18:17:51.555 | ERROR    | services.places_service:get_external_api_data:69 - API Error for PW: 0
2026-06-12 18:17:55.904 | ERROR    | services.places_service:get_external_api_data:69 - API Error for VN: 0
2026-06-12 18:20:20.472 | ERROR    | services.places_service:get_external_api_data:69 - API Error for VN: 0
2026-06-12 18:20:24.017 | ERROR    | services.places_service:get_external_api_data:69 - API Error for SI: 0
2026-06-12 18:21:09.404 | ERROR    | services.places_service:get_external_api_data:69 - API Error for SI: 0
2026-06-12 18:21:21.176 | ERROR    | services.places_service:get_external_api_data:69 - API Error for SI: 0
2026-06-12 18:21:24.882 | ERROR    | services.places_service:get_external_api_data:69 - API Error for IT: 0
2026-06-12 18:24:18.633 | ERROR    | services.places_service:get_external_api_data:69 - API Error for IT: 0
2026-06-12 18:24:26.660 | ERROR    | services.places_service:get_external_api_data:69 - API Error for GE: 0
2026-06-12 18:27:18.238 | ERROR    | services.places_service:get_external_api_data:69 - API Error for GE: 0
2026-06-12 18:27:41.247 | ERROR    | services.places_service:get_external_api_data:69 - API Error for SI: 0
2026-06-12 18:39:06.425 | ERROR    | services.places_service:get_external_api_data:69 - API Error for CR: 0
2026-06-12 18:41:31.997 | ERROR    | services.places_service:get_external_api_data:69 - API Error for CR: 401 Client Error: Unauthorized for url: https://api.restcountries.com/countries/v5/codes.alpha_2/CR
2026-06-12 18:50:02.980 | ERROR    | services.places_service:get_external_api_data:88 - API Error for IS: 'list' object has no attribute 'items'
2026-06-13 15:09:04.747 | INFO     | services.places_service:get_external_api_data:95 - Parsed currencies for PT: N/A -> ['Euro (EUR)']
2026-06-13 15:09:04.766 | INFO     | services.places_service:get_external_api_data:108 - API Data for PT: {'names': {'alternates': ['Portuguesa'], 'common': 'Portugal', 'native': {'por': {'common': 'Portugal', 'official': 'República Portuguesa'}}, 'official': 'Portuguese Republic', 'translations': {'ara': {'common': 'البرتغال', 'official': 'الجمهورية البرتغالية'}, 'bre': {'common': 'Portugal', 'official': 'Republik Portugalat'}, 'ces': {'common': 'Portugalsko', 'official': 'Portugalská republika'}, 'cym': {'common': 'Portugal', 'official': 'Portuguese Republic'}, 'deu': {'common': 'Portugal', 'official': 'Portugiesische Republik'}, 'est': {'common': 'Portugal', 'official': 'Portugali Vabariik'}, 'fas': {'common': 'پرتغال', 'official': 'جمهوری پرتغال'}, 'fin': {'common': 'Portugali', 'official': 'Portugalin tasavalta'}, 'fra': {'common': 'Portugal', 'official': 'République portugaise'}, 'hrv': {'common': 'Portugal', 'official': 'Portugalska Republika'}, 'hun': {'common': 'Portugália', 'official': 'Portugál Köztársaság'}, 'ind': {'common': 'Portugal', 'official': 'Republik Portugal'}, 'ita': {'common': 'Portogallo', 'official': 'Repubblica portoghese'}, 'jpn': {'common': 'ポルトガル', 'official': 'ポルトガル共和国'}, 'kor': {'common': '포르투갈', 'official': '포르투갈 공화국'}, 'nld': {'common': 'Portugal', 'official': 'Portugese Republiek'}, 'pol': {'common': 'Portugalia', 'official': 'Republika Portugalska'}, 'por': {'common': 'Portugal', 'official': 'República português'}, 'rus': {'common': 'Португалия', 'official': 'Португальская Республика'}, 'slk': {'common': 'Portugalsko', 'official': 'Portugalská republika'}, 'spa': {'common': 'Portugal', 'official': 'República Portuguesa'}, 'srp': {'common': 'Португал', 'official': 'Португалска Република'}, 'swe': {'common': 'Portugal', 'official': 'Republiken Portugal'}, 'tur': {'common': 'Portekiz', 'official': 'Portekiz Cumhuriyeti'}, 'urd': {'common': 'پرتگال', 'official': 'جمہوریہ پرتگال'}, 'zho': {'common': '葡萄牙', 'official': '葡萄牙共和国'}}}, 'codes': {'alpha_2': 'PT', 'alpha_3': 'PRT', 'ccn3': '620', 'cioc': 'POR', 'fifa': 'POR', 'fips': 'PO', 'gec': 'PO'}, 'capitals': [{'attributes': {'administrative': False, 'constitutional': False, 'executive': False, 'judicial': False, 'legislative': False, 'primary': True}, 'coordinates': {'lat': 38.72, 'lng': -9.13}, 'name': 'Lisbon'}], 'flag': {'description': 'The flag of Portugal is composed of two vertical bands of green and red in the ratio of 2:3, with the coat of arms of Portugal centered over the two-color boundary.', 'emoji': '🇵🇹', 'html_entity': '&#127477;&#127481;', 'unicode': 'U+1F1F5 U+1F1F9', 'url_png': 'https://flags.restcountries.com/v5/w160/pt.png', 'url_svg': 'https://flags.restcountries.com/v5/svg/pt.svg'}, 'region': 'Europe', 'subregion': 'Southern Europe', 'area': {'kilometers': 92090, 'miles': 35556.1}, 'assets': [], 'borders': ['ESP'], 'calling_codes': ['351'], 'cars': {'driving_side': 'right', 'signs': ['P']}, 'classification': {'dependency': False, 'dependency_type': '', 'disputed': False, 'iso_status': 'official', 'sovereign': True, 'un_member': True, 'un_observer': False}, 'continents': ['Europe'], 'coordinates': {'lat': 39.5, 'lng': -8}, 'currencies': [{'code': 'EUR', 'name': 'Euro', 'symbol': '€'}], 'date': {'academic_year_start': {'day': 1, 'month': 9}, 'fiscal_year_start': {'corporate': {'basis': 'convention', 'day': 1, 'month': 1}, 'government': {'day': 1, 'month': 1}, 'personal': {'day': 1, 'month': 1}}, 'start_of_week': 'monday'}, 'demonyms': {'eng': {'f': 'Portuguese', 'm': 'Portuguese'}, 'fra': {'f': 'Portugaise', 'm': 'Portugais'}}, 'economy': {'gini_coefficient': {'2019': 32.8, '2020': 34.7, '2021': 34.6, '2022': 36.3, '2023': 33.9}}, 'government_type': 'Unitary semi-presidential republic', 'landlocked': False, 'languages': [{'bcp47': 'pt', 'iso639_1': 'pt', 'iso639_2b': 'por', 'iso639_2t': 'por', 'iso639_3': 'por', 'name': 'Portuguese', 'native_name': 'português'}], 'leaders': [{'message': 'data.leaders is only available on paid plans. Go to https://restcountries.com/plans to make updates to your account.', 'sample': 'https://files-03.restcountries.com/countries.00/sample.leaders.json'}], 'links': {'google_maps': 'https://goo.gl/maps/BaTBSyc4GWMmbAKB8', 'official': 'https://www.portugal.gov.pt', 'open_street_maps': 'https://www.openstreetmap.org/relation/295480', 'wikipedia': 'https://en.wikipedia.org/wiki/Portugal'}, 'memberships': {'african_union': False, 'arab_league': False, 'asean': False, 'brics': False, 'commonwealth': False, 'eu': True, 'eurozone': True, 'g20': False, 'g7': False, 'nato': True, 'oecd': True, 'opec': False, 'schengen': True, 'un': True}, 'number_format': {'decimal_separator': ',', 'thousands_separator': '.'}, 'parent': {'alpha_2': '', 'alpha_3': ''}, 'population': 10749635, 'postal_code': {'format': '####-###', 'regex': '^(\\d{7})$'}, 'timezones': ['UTC-01:00', 'UTC'], 'tlds': ['.pt'], 'uuid': '7d90f920-0cbd-4422-8773-0e54769ca381', '_match': [{'path': 'codes.alpha_2', 'value': 'PT'}], '_meta': {'lastUpdatedTimestamp': 1781148444}}
2026-06-13 15:10:11.494 | INFO     | services.places_service:get_external_api_data:107 - API Data for PT: {'names': {'alternates': ['Portuguesa'], 'common': 'Portugal', 'native': {'por': {'common': 'Portugal', 'official': 'República Portuguesa'}}, 'official': 'Portuguese Republic', 'translations': {'ara': {'common': 'البرتغال', 'official': 'الجمهورية البرتغالية'}, 'bre': {'common': 'Portugal', 'official': 'Republik Portugalat'}, 'ces': {'common': 'Portugalsko', 'official': 'Portugalská republika'}, 'cym': {'common': 'Portugal', 'official': 'Portuguese Republic'}, 'deu': {'common': 'Portugal', 'official': 'Portugiesische Republik'}, 'est': {'common': 'Portugal', 'official': 'Portugali Vabariik'}, 'fas': {'common': 'پرتغال', 'official': 'جمهوری پرتغال'}, 'fin': {'common': 'Portugali', 'official': 'Portugalin tasavalta'}, 'fra': {'common': 'Portugal', 'official': 'République portugaise'}, 'hrv': {'common': 'Portugal', 'official': 'Portugalska Republika'}, 'hun': {'common': 'Portugália', 'official': 'Portugál Köztársaság'}, 'ind': {'common': 'Portugal', 'official': 'Republik Portugal'}, 'ita': {'common': 'Portogallo', 'official': 'Repubblica portoghese'}, 'jpn': {'common': 'ポルトガル', 'official': 'ポルトガル共和国'}, 'kor': {'common': '포르투갈', 'official': '포르투갈 공화국'}, 'nld': {'common': 'Portugal', 'official': 'Portugese Republiek'}, 'pol': {'common': 'Portugalia', 'official': 'Republika Portugalska'}, 'por': {'common': 'Portugal', 'official': 'República português'}, 'rus': {'common': 'Португалия', 'official': 'Португальская Республика'}, 'slk': {'common': 'Portugalsko', 'official': 'Portugalská republika'}, 'spa': {'common': 'Portugal', 'official': 'República Portuguesa'}, 'srp': {'common': 'Португал', 'official': 'Португалска Република'}, 'swe': {'common': 'Portugal', 'official': 'Republiken Portugal'}, 'tur': {'common': 'Portekiz', 'official': 'Portekiz Cumhuriyeti'}, 'urd': {'common': 'پرتگال', 'official': 'جمہوریہ پرتگال'}, 'zho': {'common': '葡萄牙', 'official': '葡萄牙共和国'}}}, 'codes': {'alpha_2': 'PT', 'alpha_3': 'PRT', 'ccn3': '620', 'cioc': 'POR', 'fifa': 'POR', 'fips': 'PO', 'gec': 'PO'}, 'capitals': [{'attributes': {'administrative': False, 'constitutional': False, 'executive': False, 'judicial': False, 'legislative': False, 'primary': True}, 'coordinates': {'lat': 38.72, 'lng': -9.13}, 'name': 'Lisbon'}], 'flag': {'description': 'The flag of Portugal is composed of two vertical bands of green and red in the ratio of 2:3, with the coat of arms of Portugal centered over the two-color boundary.', 'emoji': '🇵🇹', 'html_entity': '&#127477;&#127481;', 'unicode': 'U+1F1F5 U+1F1F9', 'url_png': 'https://flags.restcountries.com/v5/w160/pt.png', 'url_svg': 'https://flags.restcountries.com/v5/svg/pt.svg'}, 'region': 'Europe', 'subregion': 'Southern Europe', 'area': {'kilometers': 92090, 'miles': 35556.1}, 'assets': [], 'borders': ['ESP'], 'calling_codes': ['351'], 'cars': {'driving_side': 'right', 'signs': ['P']}, 'classification': {'dependency': False, 'dependency_type': '', 'disputed': False, 'iso_status': 'official', 'sovereign': True, 'un_member': True, 'un_observer': False}, 'continents': ['Europe'], 'coordinates': {'lat': 39.5, 'lng': -8}, 'currencies': [{'code': 'EUR', 'name': 'Euro', 'symbol': '€'}], 'date': {'academic_year_start': {'day': 1, 'month': 9}, 'fiscal_year_start': {'corporate': {'basis': 'convention', 'day': 1, 'month': 1}, 'government': {'day': 1, 'month': 1}, 'personal': {'day': 1, 'month': 1}}, 'start_of_week': 'monday'}, 'demonyms': {'eng': {'f': 'Portuguese', 'm': 'Portuguese'}, 'fra': {'f': 'Portugaise', 'm': 'Portugais'}}, 'economy': {'gini_coefficient': {'2019': 32.8, '2020': 34.7, '2021': 34.6, '2022': 36.3, '2023': 33.9}}, 'government_type': 'Unitary semi-presidential republic', 'landlocked': False, 'languages': [{'bcp47': 'pt', 'iso639_1': 'pt', 'iso639_2b': 'por', 'iso639_2t': 'por', 'iso639_3': 'por', 'name': 'Portuguese', 'native_name': 'português'}], 'leaders': [{'message': 'data.leaders is only available on paid plans. Go to https://restcountries.com/plans to make updates to your account.', 'sample': 'https://files-03.restcountries.com/countries.00/sample.leaders.json'}], 'links': {'google_maps': 'https://goo.gl/maps/BaTBSyc4GWMmbAKB8', 'official': 'https://www.portugal.gov.pt', 'open_street_maps': 'https://www.openstreetmap.org/relation/295480', 'wikipedia': 'https://en.wikipedia.org/wiki/Portugal'}, 'memberships': {'african_union': False, 'arab_league': False, 'asean': False, 'brics': False, 'commonwealth': False, 'eu': True, 'eurozone': True, 'g20': False, 'g7': False, 'nato': True, 'oecd': True, 'opec': False, 'schengen': True, 'un': True}, 'number_format': {'decimal_separator': ',', 'thousands_separator': '.'}, 'parent': {'alpha_2': '', 'alpha_3': ''}, 'population': 10749635, 'postal_code': {'format': '####-###', 'regex': '^(\\d{7})$'}, 'timezones': ['UTC-01:00', 'UTC'], 'tlds': ['.pt'], 'uuid': '7d90f920-0cbd-4422-8773-0e54769ca381', '_match': [{'path': 'codes.alpha_2', 'value': 'PT'}], '_meta': {'lastUpdatedTimestamp': 1781148444}}
